seq,voltage,current,power,time_in_cycle,temperature_measured,soc,cycle_index
418,3.4977,-2.0101,-7.0306,1200.05,32.926,50.34,4
419,3.492,-2.014,-7.0329,1228.14,33.062,51.42,4
420,3.4864,-2.0122,-7.0154,1256.17,33.205,52.5,4
421,3.4807,-2.012,-7.0031,1284.3,33.328,53.58,4
422,3.4754,-2.0117,-6.9914,1312.45,33.481,54.66,4
423,3.47,-2.0115,-6.98,1340.59,33.614,55.74,4
424,3.4647,-2.0136,-6.9765,1368.67,33.758,56.82,4
425,3.4597,-2.0124,-6.9624,1396.8,33.887,57.9,4
426,3.4545,-2.0121,-6.9506,1425.0,34.02,58.98,4
427,3.4496,-2.0133,-6.9452,1453.14,34.164,60.06,4
428,3.4444,-2.0117,-6.9291,1481.27,34.307,61.14,4
429,3.4393,-2.0095,-6.9111,1509.38,34.432,62.22,4
430,3.4342,-2.0112,-6.9069,1537.41,34.576,63.3,4
431,3.4291,-2.0114,-6.8972,1565.61,34.711,64.38,4
432,3.424,-2.0134,-6.8939,1593.88,34.852,65.45,4
433,3.4189,-2.0147,-6.888,1621.95,34.996,66.53,4
434,3.4135,-2.0112,-6.8652,1650.0,35.124,67.61,4
435,3.4084,-2.0125,-6.8593,1678.19,35.271,68.69,4
436,3.4029,-2.0128,-6.8495,1706.25,35.416,69.77,4
437,3.3975,-2.0122,-6.8363,1734.34,35.559,70.85,4
438,3.3917,-2.0136,-6.8295,1762.44,35.697,71.93,4
439,3.386,-2.0108,-6.8085,1790.59,35.85,73.01,4
440,3.3801,-2.0131,-6.8045,1818.67,36.002,74.09,4
441,3.3738,-2.0121,-6.7884,1846.75,36.152,75.17,4
442,3.3674,-2.0113,-6.7727,1874.84,36.293,76.25,4
443,3.3604,-2.0099,-6.7542,1903.0,36.441,77.33,4
444,3.3534,-2.01,-6.7402,1931.08,36.607,78.41,4
445,3.3462,-2.0135,-6.7376,1959.22,36.763,79.49,4
446,3.3382,-2.015,-6.7264,1987.28,36.928,80.57,4
447,3.3294,-2.0105,-6.6938,2015.39,37.083,81.65,4
448,3.3203,-2.0138,-6.6863,2043.5,37.256,82.73,4
449,3.3102,-2.0123,-6.6612,2071.64,37.442,83.81,4
450,3.2985,-2.0119,-6.6364,2099.7,37.591,84.89,4
451,3.2853,-2.0116,-6.6086,2127.88,37.77,85.97,4
452,3.2703,-2.0126,-6.5817,2155.97,37.957,87.05,4
453,3.2533,-2.0119,-6.5452,2184.08,38.132,88.12,4
454,3.2333,-2.0151,-6.5154,2212.17,38.317,89.2,4
455,3.2106,-2.0142,-6.467,2240.2,38.526,90.28,4
456,3.1846,-2.0123,-6.4084,2268.42,38.719,91.36,4
457,3.1546,-2.014,-6.3536,2296.48,38.939,92.44,4
458,3.12,-2.0129,-6.28,2324.58,39.177,93.52,4
459,3.0802,-2.0134,-6.2018,2352.61,39.426,94.6,4
460,3.0352,-2.0134,-6.111,2380.75,39.692,95.68,4
461,2.9851,-2.0125,-6.0076,2408.86,39.994,96.76,4
462,2.9268,-2.0109,-5.8855,2436.97,40.324,97.84,4
463,2.8422,-2.0111,-5.716,2465.45,40.698,98.92,4
464,2.6949,-2.0106,-5.4185,2494.09,41.114,100.0,4
465,3.9823,-2.0099,-8.0041,19.52,25.106,5.0,5
466,3.9272,-2.0152,-7.9142,47.69,25.402,6.13,5
467,3.8925,-2.0128,-7.8348,75.75,25.724,7.26,5
468,3.8669,-2.0153,-7.7929,103.86,26.086,8.39,5
469,3.8466,-2.0137,-7.7458,131.95,26.427,9.52,5
470,3.8297,-2.0115,-7.7033,160.08,26.774,10.65,5
471,3.8154,-2.0153,-7.6891,188.22,27.142,11.79,5
472,3.8027,-2.013,-7.6548,216.3,27.462,12.92,5
473,3.791,-2.0135,-7.6333,244.36,27.81,14.05,5
474,3.7799,-2.0143,-7.614,272.5,28.141,15.18,5
475,3.7685,-2.0126,-7.5844,300.61,28.465,16.31,5
476,3.7568,-2.0141,-7.5665,328.73,28.764,17.44,5
477,3.7449,-2.0138,-7.5417,356.73,29.096,18.57,5
478,3.7325,-2.0135,-7.5154,384.89,29.381,19.7,5
479,3.7198,-2.0141,-7.4919,412.98,29.675,20.83,5
480,3.7069,-2.0131,-7.4622,441.05,29.907,21.96,5
481,3.6945,-2.0137,-7.4395,469.09,30.162,23.1,5
482,3.6826,-2.0121,-7.4096,497.09,30.303,24.23,5
483,3.6712,-2.0149,-7.3972,525.28,30.405,25.36,5
484,3.6602,-2.0125,-7.3661,553.38,30.533,26.49,5
485,3.6497,-2.0129,-7.3465,581.44,30.583,27.62,5
486,3.6395,-2.0114,-7.3205,609.61,30.687,28.75,5
487,3.6296,-2.0115,-7.3009,637.81,30.737,29.88,5
488,3.6199,-2.0146,-7.2927,665.88,30.819,31.01,5
489,3.6104,-2.0133,-7.2689,694.08,30.859,32.14,5
490,3.6008,-2.0137,-7.2508,722.14,30.948,33.27,5
491,3.5917,-2.0122,-7.2272,750.3,31.013,34.4,5
492,3.5825,-2.0123,-7.2089,778.34,31.129,35.54,5
493,3.5737,-2.0122,-7.1912,806.45,31.273,36.67,5
494,3.565,-2.0129,-7.1762,834.56,31.403,37.8,5
495,3.5566,-2.0114,-7.1538,862.69,31.542,38.93,5
496,3.5482,-2.015,-7.1497,890.78,31.623,40.06,5
497,3.5403,-2.0147,-7.1327,918.92,31.815,41.19,5
498,3.5324,-2.0119,-7.1068,947.06,31.937,42.32,5
499,3.5246,-2.0139,-7.0982,975.19,32.093,43.45,5
500,3.5171,-2.0098,-7.0686,1003.23,32.207,44.58,5
501,3.51,-2.0112,-7.0591,1031.3,32.321,45.71,5
502,3.5028,-2.0134,-7.0525,1059.34,32.49,46.85,5
503,3.496,-2.0149,-7.044,1087.52,32.661,47.98,5
504,3.4892,-2.0128,-7.0233,1115.58,32.818,49.11,5
505,3.4827,-2.012,-7.0072,1143.67,32.927,50.24,5
506,3.4762,-2.0136,-6.9996,1171.89,33.055,51.37,5
507,3.4701,-2.0142,-6.9895,1200.14,33.224,52.5,5
508,3.4638,-2.0128,-6.9718,1228.2,33.33,53.63,5
509,3.4579,-2.0163,-6.9723,1256.28,33.484,54.76,5
510,3.4521,-2.0125,-6.9472,1284.45,33.595,55.89,5
511,3.4462,-2.0136,-6.9394,1312.55,33.696,57.02,5
512,3.4406,-2.0147,-6.9318,1340.62,33.933,58.15,5
513,3.435,-2.013,-6.9146,1368.77,34.019,59.29,5
514,3.4293,-2.0138,-6.9057,1396.86,34.175,60.42,5
515,3.4238,-2.0108,-6.8845,1424.95,34.336,61.55,5
516,3.4182,-2.0128,-6.8801,1453.08,34.505,62.68,5
517,3.4124,-2.0143,-6.8734,1481.17,34.554,63.81,5
518,3.4069,-2.0148,-6.8642,1509.11,34.755,64.94,5
519,3.4014,-2.0161,-6.8577,1537.19,34.906,66.07,5
520,3.3957,-2.0116,-6.8306,1565.31,35.035,67.2,5
521,3.3898,-2.0131,-6.824,1593.41,35.167,68.33,5
522,3.3838,-2.0143,-6.816,1621.48,35.271,69.46,5
523,3.3777,-2.0115,-6.7943,1649.58,35.447,70.6,5
524,3.3715,-2.0109,-6.78,1677.73,35.609,71.73,5
525,3.3652,-2.0116,-6.7693,1705.8,35.623,72.86,5
526,3.3585,-2.0117,-6.7563,1733.95,35.89,73.99,5
527,3.3518,-2.0133,-6.748,1762.06,36.023,75.12,5
528,3.3447,-2.0148,-6.7389,1790.12,36.23,76.25,5
529,3.3371,-2.0117,-6.7132,1818.27,36.374,77.38,5
530,3.3295,-2.0135,-6.7037,1846.34,36.554,78.51,5
531,3.3212,-2.0114,-6.6803,1874.44,36.688,79.64,5
532,3.312,-2.0122,-6.6645,1902.47,36.863,80.77,5
533,3.3024,-2.012,-6.6445,1930.61,37.043,81.9,5
534,3.2918,-2.0126,-6.6251,1958.8,37.164,83.04,5
535,3.2799,-2.012,-6.5993,1986.86,37.287,84.17,5
536,3.2665,-2.0116,-6.5709,2014.98,37.576,85.3,5
537,3.2514,-2.0115,-6.5404,2043.06,37.679,86.43,5
538,3.2343,-2.0113,-6.5052,2071.2,37.9,87.56,5
539,3.2149,-2.012,-6.4684,2099.2,37.948,88.69,5
540,3.1929,-2.0123,-6.425,2127.22,38.173,89.82,5
541,3.1677,-2.009,-6.3639,2155.3,38.488,90.95,5
542,3.1383,-2.0118,-6.3134,2183.76,38.719,92.08,5
543,3.1043,-2.0129,-6.2487,2212.39,39.02,93.21,5
544,3.0654,-2.0143,-6.1747,2240.92,39.164,94.35,5
545,3.0213,-2.0126,-6.0807,2269.55,39.499,95.48,5
546,2.9717,-2.0132,-5.9828,2298.22,39.806,96.61,5
547,2.9109,-2.0126,-5.8585,2326.86,40.173,97.74,5
548,2.8185,-2.0132,-5.6741,2355.41,40.406,98.87,5
549,2.6554,-2.0131,-5.3456,2383.95,40.874,100.0,5
